u_id,parent_compositeterm,parent_public_id,child_compositeterm,child_public_id
"5386","bird",2199,"explor",66373
"6334","pacif nw",3687,"oregon zoo",66058
"6376","technic",3047,"book",66445
"6678","countri",2751,"malaysia",65962
"6678","countri",2751,"philippin",65957
"6678","countri",2751,"germani",65956
"6678","countri",2751,"egypt",65955
"6678","countri",2751,"denmark",65954
"6678","countri",2751,"thailand",65953
"921","natur",2622,"macro",67115
"946","random",2862,"stuff",66659
"1473","lugar",5286,"viajando",66523
"1589","seattl",4377,"new year",65974
"1628","famili",3832,"pic",67161
"1701","miscellan",5409,"life",67013
"2840","peopl",5271,"friend",66359
"297","peopl",4403,"marla",65979
"4150","out",4796,"savil garden dec",66944
"4190","wildlif",4057,"koala hospit",65773
"5887","popular",5395,"explor collect",65880
"6607","travel",5028,"umbria",67321
"6998","outdoor",4593,"morn walk",65661
"1128","place",6037,"sorrento",65580
"1477","famili_friend",6083,"vrienden",66025
"1477","famili_friend",6083,"friend",66025
"1861","anim",6489,"nate zoo",66645
"2286","life",7225,"flora",66881
"2359","miscelanea",6832,"chess",66979
"2565","wed",5938,"film camera",65553
"2677","miscelan",7366,"architectur",67338
"3189","best set",6986,"china camp",66786
"3846","peopl",7064,"camouflag",67245
"3917","place",6156,"christma",66420
"3969","natur",7043,"flora",65652
"4212","roam",5950,"montreal",65662
"5539","retrato",6405,"cecilia",67066
"5539","retrato",6405,"thale",66471
"5539","retrato",6405,"isabela",65584
"649","concert photographi",6651,"nois",65732
"649","other work",6695,"manipul",65733
"6916","montreal",6385,"jardin botaniqu",65710
"1602","famili",7888,"christma",66389
"2029","brasil",8285,"sampa",67260
"2127","everyth els",9309,"number",66134
"2148","travel",8727,"cambodian wed",66238
"2148","travel",8727,"thailand",66234
"2157","travel",8328,"puerto rico",65919
"2245","travel",8809,"utah",66051
"2356","fête",8868,"noël",66466
"2520","anim planet",8255,"jack",66952
"2520","anim planet",8255,"pet",66702
"2520","friend_famili",8209,"famili",66961
"2520","holidai",8212,"christma",66569
"2520","neighborhood",8256,"street shot",66605
"2520","neighborhood",8256,"variou",66604
"2520","other place",8211,"cleveland",66942
"2520","other place",8211,"pennsylvania",66619
"2520","other place",8211,"main",66555
"2691","thing",8405,"nebula",66441
"2901","wildlif",8938,"amphibian",66733
"3522","event",9317,"nate zoo",66554
"3522","event",9317,"christma",65667
"3689","portfolio",7700,"photomanipulati",66757
"3689","portfolio",7700,"provid",65625
"4094","peopl",8807,"portrait",65860
"4175","flickr fun",7862,"kaleidoscop",65810
"4175","photographi",7908,"reflect",65705
"496","viaj",8263,"london",65831
"4961","our hous",8557,"christma dinner",66448
"5470","miscellan",8873,"domest anim",66399
"5470","vertebr",8874,"domest anim",66399
"5865","occas",9140,"wed dai",65671
"5906","travel",8416,"lapland",66892
"7109","travel collect",8298,"namibia",66691
"1090","catch all",10743,"holidai",66869
"1150","human",9379,"portrait",65683
"1150","place",9378,"street life",65682
"1213","experiment",9412,"moon",67297
"1367","texa",10524,"new year",65921
"1900","all rest",10710,"mugshot",66812
"2186","season",10921,"xma dinner",66328
"2430","austria",10074,"christma dai",66343
"2895","gather",10359,"christma",66692
"3637","good stuff",9382,"explor",65966
"3808","taiwan",10310,"miaoli",67204
"4229","metal",9606,"iron",65615
"4257","africa",11115,"ethiopia",67176
"4257","africa",11115,"tanzania",67175
"4257","asia",11191,"nepal",67180
"4257","asia",11191,"mongolia",67179
"4257","asia",11191,"china",67178
"4257","asia",11191,"sri lanka",67177
"4383","holidai",11040,"christma",66437
"4402","other",10576,"still life",66430
"4561","design",9519,"creat",67210
"4835","travel",9678,"road trip",66394
"4995","retrospect",10668,"favourit",66128
"5808","smoki mountain",10144,"christma vacat",66724
"6174","camera",10581,"polaroid",66609
"6266","vacat",10431,"jamaica",67287
"6289","event",10055,"xma",66256
"6301","night life",9508,"new year ev",65932
"6669","anim",9451,"bird",66854
"6669","scenic",9503,"travel",66833
"6706","portrait",10500,"johanna",66584
"6775","camera gear",9648,"hdr",67390
"6775","camera gear",9648,"polaroid",66352
"6775","famili_friend",9649,"nelli",67092
"6775","famili_friend",9649,"restaur",66140
"6775","famili_friend",9649,"dinner",66140
"6910","landscap photographi",9826,"california coast",66316
"893","transport",10052,"motorcycl",65541
"1798","get togeth",11506,"xma",66548
"1868","miscellan set",11791,"holidai",67217
"2775","home",12635,"famili",66179
"2889","photoshop",13064,"orton",66054
"3094","water",12242,"boat",67027
"3120","close to my heart",12559,"kindr",66298
"3229","natur world",11898,"leav",67304
"3229","natur world",11898,"tree",67269
"345","miscellan",12206,"dai",65981
"3907","artist",11628,"reflect",66087
"3949","holidai",11236,"christma",66491
"411","other stuff",12054,"night",65749
"4417","public",12665,"most pic",66902
"4417","public",12665,"christma",66425
"4596","black_white",12118,"black n white",66261
"4951","travel",12172,"beij",66507
"5311","bird",12233,"all bird",66239
"562","holidai",11511,"christma",66598
"598","still life",11494,"draw",67097
"598","still life",11494,"toi",66877
"6225","flower",11284,"dahlia",66268
"874","art",12183,"sculptur",66597
"1355","home town",14746,"night view",66612
"1355","world",14747,"egypt",66744
"1355","world",14747,"qatar",66743
"1355","world",14747,"thailand",66632
"1402","theme",14939,"me",66041
"1465","derelict",14370,"dark",66034
"1465","project",14365,"colleg",65674
"1711","interest",14440,"explor",67386
"2117","trip",14611,"obx",66024
"2286","socal",14319,"panorama citi",65722
"2290","famili",13163,"christma ev",66517
"2290","famili",13163,"christma",66321
"2290","famili",13163,"christma portrait",66320
"2303","tropic",13651,"india",65709
"2541","famili",14077,"christma",66439
"2635","other",13928,"explor",66723
"2884","outdoorsi",13590,"lake merritt",67347
"2884","outdoorsi",13590,"consumn river preserv",66063
"2886","most view",13438,"view",66641
"2886","most view",13438,"view",66640
"3205","randomos",14013,"photo dai",65903
"4071","see world",14386,"hawaii",65926
"4175","color",14226,"green",67286
"4883","kamakura",14912,"autumn",66989
"5124","famili",13185,"misc sport",66697
"5291","germani",14607,"frankfurt",66296
"587","all creatur great_small",14273,"what new",66668
"6499","trip",13428,"seoul",66216
"6733","miscellan",13601,"after dark",65529
"902","everyth els",13209,"love thursdai",67146
"902","everyth els",13209,"random photo",66699
"902","everyth els",13209,"jan",65859
"1169","britain",15042,"london",66948
"1280","event",15171,"vappugospel",67342
"1280","event",15171,"vappugospel",66115
"1280","event",15171,"immort metal fest",66109
"1594","dai",15502,"hong kong park",67101
"1813","famili",15693,"alison",67076
"2346","natur world",16343,"macro flora",66354
"2606","highlight",15562,"best",66882
"2697","galicia",16306,"santiago de compostela",67313
"2697","galicia",16306,"la",67305
"2697","gloucestershir",16304,"bristol",67312
"3729","photographi",15477,"cat",67351
"4239","world",16142,"new zealand",65725
"4613","natur",15093,"sunris",66958
"4613","natur",15093,"moon shot",65537
"518","season",15530,"winter",66971
"5278","music",15487,"violin",65987
"5945","place",16423,"pacif coast highwai",66312
"6033","our cat",16291,"lulu",66078
"6572","london life",15769,"all thing natur",66687
"927","event",16076,"firework",65975
"1267","random set",17847,"christma",65934
"1316","other",17364,"least interest",65672
"2140","anim planet",17166,"anim",65568
"2140","natur",16944,"flower",67322
"2313","photo from",18016,"london",67126
"2338","famili_friend",17970,"shane",65827
"2338","famili_friend",17970,"ruth",65827
"2399","bridg",17243,"st john",65697
"2757","good time",18086,"jacksonvil",67194
"2840","art",17807,"wallpap",66301
"2859","out_about",17941,"colorado",65802
"4188","close up",17472,"macro",66433
"431","what",17721,"new year ev",65891
"4942","photograph",17890,"christma",66472
"5801","season",18402,"winter",66169
"5951","travel abroad",18673,"gambia",66446
"5951","travel uk",18674,"oxford",65851
"6013","foreign travel",18186,"bangkok",67325
"6349","natur",17284,"betta",66788
"6590","voyag",17762,"chateaux",67073
"6590","voyag",17762,"pont",67072
"6590","voyag",17762,"cathédral",67071
"6590","voyag",17762,"sculptur",67070
"6590","voyag",17762,"maison",67069
"6590","voyag",17762,"yemen",65595
"6612","europ",18106,"germani",66265
"751","famili",17554,"christma",66168
"751","famili",17554,"strasburg railroad",66167
"893","place",17408,"hock hill",65540
"160","park",19743,"kinderboerderij",65551
"2762","asia",19755,"taiwan",66527
"302","flora_fauna",19815,"anim",66719
"302","human be",19813,"friend n",66397
"302","landscap",19814,"rocki mountain",66715
"3475","miscellan",20373,"night scene",66789
"3550","croatia",19159,"croazia",66350
"4212","holidai",18928,"holidaz",65828
"6253","cracow",20531,"ic sculptur",67356
"6416","travel",20065,"frankfurt",66899
"1064","artwork",20841,"macro",67232
"1888","famili_friend",22292,"kitti",65575
"1888","natur",22293,"tree",66049
"1888","park",22229,"stanlei park",66079
"1888","park",22229,"heritag park",66048
"2145","craft",21573,"quilt",65640
"2445","thi_that",21989,"random",66162
"2475","oregon",20731,"portland",67355
"3314","itali",20922,"venic",65960
"3314","natur",20956,"leav",67074
"3314","natur",20956,"micro",66273
"3510","occas",20702,"christma",66018
"3510","walk",20700,"surrei walk",65949
"3510","walk",20700,"cemetari",65948
"3637","miner",21646,"door",65965
"4438","landscap",20853,"ireland",66185
"4554","anim",20607,"jasmin",66159
"5","natur",22038,"bug",65820
"5","natur",22038,"bird",65818
"5","technologi",22037,"scienc",66145
"5","technologi",22037,"plane",65964
"5986","unit kingdom",21678,"london",65986
"7057","famili",20895,"christma",66318
"1106","wai i see",23725,"june",65706
"1233","cat",23652,"cat togeth",66740
"1430","bird",22637,"songbird",66610
"1461","peopl",23013,"ey",66593
"1616","creativ work",22900,"christma",66541
"1616","creativ work",22900,"creat",66143
"2007","through year",23239,"birth",67080
"2561","sky i limit",22556,"new year firework",65998
"2572","travel",22941,"japan",66187
"2697","franc",23264,"pari",67316
"2697","india",23128,"jaipur",67283
"2697","portug",23127,"lisbon",67311
"2697","portug",23127,"fatima shrine",67309
"2697","scotland",23262,"edinburgh",67314
"2887","place",22650,"melros",67384
"2887","place",22650,"getti",66153
"3687","travel",22844,"curacao",66901
"3687","travel",22844,"surinam",66898
"3687","travel",22844,"norg",66897
"3687","travel",22844,"venezuela",66896
"43","frankrijk",22675,"franc",67023
"4571","arti elem",23961,"mess",66748
"4571","arti elem",23961,"colour",66746
"6996","person",23471,"person fav",66646
"710","anim",22803,"cat",65651
"881","trip",23038,"schwyman christma",66383
"991","creativ",24148,"most interest",67328
"1830","natur",26036,"portrait",65763
"2445","asia",25124,"vietnam",66163
"2574","famili",25838,"beach trip",66600
"2574","famili",25838,"christma",66587
"3056","friend_famili",25187,"marion",66956
"3939","extra",25839,"self",66725
"4141","anim",25636,"other anim",67082
"4347","uk",25550,"york",65791
"5379","holidai",25336,"vacai",65701
"6123","seattl neighborhood",24532,"seattl center",65758
"6123","seattl neighborhood",24532,"pioneer squar",65757
"6123","seattl neighborhood",24532,"downtown seattl",65756
"691","life",24484,"kensington",66456
"7110","st loui",25276,"christma",66042
"1943","vacat",26949,"san francisco",65654
"2013","thi_that",27140,"happi new year",65726
"2871","favorit",26266,"topfavorit",67278
"2871","favorit",26266,"dayton",66926
"3305","photo art",27601,"cell phone",66306
"3626","digit art",26463,"clone",66336
"4613","peopl",26621,"self portrait",66957
"5459","event",26904,"spring festiv",66951
"6295","famili",26780,"sundai brunch",67234
"6599","flickr stuff",27698,"interest",66700
"6599","flickr stuff",27698,"top",65574
"1122","peopl",29012,"crystal",65793
"1122","travel",29015,"new orlean",65794
"1727","food gloriou food",28672,"food shot",65961
"1727","friend_famili",28707,"christma parti",66459
"1727","hong kong",28708,"christma light",67159
"2349","sculptur",29092,"ground sculptur",66862
"2528","flower",29765,"iri",66367
"2530","event",28414,"christma",66123
"2530","portrait",28418,"dai",65902
"2697","london",28493,"london ey",66164
"2697","midland",28542,"birmingham",67315
"2721","event",28565,"christma",66038
"3053","set",28849,"product",67379
"3053","set",28849,"art",66322
"3053","set",28849,"nightscap",66016
"3347","home",28346,"christma",66968
"3377","all set",28552,"calendar",67279
"3377","all set",28552,"len",66422
"3604","entertain",29704,"seneca park",67392
"3651","chronolog",28827,"christma",65544
"3844","explor",29281,"explor imag",66146
"3844","still life",29244,"object",66269
"3849","famili",28675,"christma",67109
"3986","famili",29715,"xma",66149
"4644","type",29824,"macro",66935
"4644","type",29824,"landscap",66934
"4644","type",29824,"misc",66931
"4813","art",28714,"watercolour paint",65556
"4813","natur",28681,"northern cardin",65567
"5291","europ",28950,"frankfurt",66296
"5607","japan",29682,"nikko",65538
"5986","egypt",28474,"cairo",65563
"6519","event",28939,"intern",66008
"6703","explor",28397,"honeymoon",66558
"6703","wed",28395,"honeymoon",66558
"92","car",28713,"daihatsu midget",66643
"1550","peopl",30200,"holidai",66985
"2092","countrysid",30922,"bali",66303
"2639","kid",31064,"diego",66813
"2736","explor",31305,"out explor",65912
"2736","landscap",31276,"paisaj",67291
"2736","natur",31277,"flore y planta",67290
"2736","vario",31302,"sin clasificar",66662
"2798","holidai",31256,"christma",66547
"2806","uk",30593,"decemb",67323
"2806","uk",30593,"vicarag",66567
"2806","uk",30593,"christma",66434
"2930","travel",31584,"kauai",65980
"3099","travel",30216,"chamonix",66199
"3629","brussel",31542,"christma market",66335
"3965","natur",31096,"farm",66763
"3965","natur",31096,"sunset",66761
"3965","natur",31096,"bug",66244
"3965","natur",31096,"rain",66223
"4129","south west",30033,"bristol",66475
"4129","wale",30034,"castl",66474
"4129","wale",30034,"bodnant garden",66473
"4576","colorado",31404,"denver",66288
"4985","holidai",31440,"christma",66342
"508","urban jungl",31019,"paradis lost",67106
"508","urban jungl",31019,"wall",65543
"5124","natur",31246,"washington state",66698
"5889","place",31655,"winter",65644
"5935","europ",31813,"lyon",67095
"5935","europ",31813,"grenobl",66843
"5935","europ",31813,"pont du gard",66842
"6019","person",30591,"christma ev",66502
"629","américa latina",31354,"argentina",66999
"629","américa latina",31354,"chile",66998
"629","brasil",31342,"búzio",66997
"6986","famili_friend",30671,"famili",65967
"836","citi life",31757,"snow",66818
"1507","favorit photo",33044,"best photo",66538
"2001","month",33541,"decemb",67212
"2053","sweden",32922,"firework",65660
"2744","travel",32612,"malaysia",66040
"3528","small set",32959,"lightn",66214
"3771","other stuff",31864,"camera",67127
"388","photographi project",33060,"project",65779
"3912","tourism",33378,"pari june",66742
"4388","creativ",33673,"crochet",66930
"5672","citi",32314,"tallinn",67150
"5672","citi",32314,"dubai",65607
"5908","go",32213,"new year ev",65815
"5908","natur beauti",32214,"butterfli",66863
"5935","germani",31838,"dresden",67259
"5935","germani",31838,"frankfurt",65608
"5935","germani",31838,"munich",65601
"5935","usa",31839,"palm spring",66840
"5935","usa",31839,"venic beach",66839
"5935","usa",31839,"atlanta",65611
"5935","usa",31839,"florida kei",65583
"5935","usa",31839,"san francisco",65579
"5935","usa",31839,"red rock canyon",65578
"5935","usa",31839,"everglad",65573
"5935","usa",31839,"sacramento",65569
"5935","usa",31839,"la vega",65561
"5935","usa",31839,"grand canyon",65557
"5935","usa",31839,"bryce canyon",65528
"5935","usa",31839,"zion nate park",65525
"5935","usa",31839,"monum vallei",65523
"629","europa",31929,"germani",67002
"629","europa",31929,"england",67001
"629","europa",31929,"franc",67000
"629","europa",31929,"spain",66996
"629","europa",31929,"dog",66994
"6335","architectur",32657,"walt disnei concert hall",65991
"6428","parti",32872,"new year",65813
"6581","peopl",33492,"album",66929
"6634","gener",32066,"your favourit",65764
"7002","dalla",32012,"happi new year",65968
"7002","fort worth",31998,"grackl",67181
"7093","other stuff",32919,"girl",66004
"1769","vario",34869,"mi favorita",66589
"2120","all set",33804,"chiltern",66960
"2277","famili",34993,"christma ev",66486
"3184","kitti",34288,"micro",67253
"4746","travel",33854,"vietnam",66630
"4960","camera",34026,"canon powershot",66293
"5","holidai",34785,"asia",66144
"5","holidai",34785,"lisbon",65933
"5416","trip",34267,"zoo",65788
"6109","weather",34207,"lightn",67331
"6577","mount rainier",34878,"carbon rivermai",65853
"6673","travel usa",34187,"ohio",66635
"71","travel",34653,"fav",66766
"71","travel",34653,"ontario",65765
"1069","misc stuff",37419,"christma",66578
"1236","portfolio",36502,"most interest",65691
"1796","holidai",36044,"xma holidai",65649
"1843","collect",36369,"most interest",66369
"1843","collect",36369,"ani",66211
"1843","collect",36367,"wow",66202
"1843","collect",36365,"explor",66671
"1954","stockholm",37122,"christma",66478
"2124","europ",36947,"milan",66189
"2397","japan",36260,"tokyo",66377
"2441","locat",36843,"galveston",66916
"2477","trip",37240,"canada",65668
"3505","unit kingdom",37337,"madam tussaud",66905
"3707","famili",35693,"hand",66890
"3707","famili",35693,"christma",65876
"3707","flickr",35694,"flickr meetup",66858
"3707","travel",35697,"colorado",66859
"3947","abandon",36841,"hurrican katrina",65577
"4110","africa",36410,"south africa",66371
"4110","africa",36410,"christma",66311
"4332","world",37327,"analog",67014
"5241","place",37107,"cornwal",67018
"6087","place",35760,"jamaica",66227
"6087","place",35760,"oregon coast",66226
"6087","place",35760,"other citi",66151
"660","flickr",36144,"your favourit",66808
"6678","dive trip",37366,"malta",65963
"6678","dive trip",37366,"malaysia",65962
"6678","dive trip",37366,"philippin",65957
"6678","dive trip",37366,"egypt",65955
"6678","dive trip",37366,"thailand",65953
"6996","peopl",36669,"concert photographi",67196
"7022","atc",36495,"trade atc",65977
"787","season",36493,"winter",65890
"1187","travel",38417,"virginia",66338
"1187","travel",38417,"tennesse",65646
"1241","friend",39184,"wii",65778
"1679","peopl",37943,"children",66534
"2755","parti",38094,"new year ev",65884
"2818","topic",37935,"natur",67370
"2818","topic",37935,"person favorit",67366
"2818","topic",37935,"cat",66250
"2818","topic",37935,"appl",65996
"2929","creativ",39017,"flickrtoi",67359
"328","friend_famili",38984,"sunni",66695
"328","friend_famili",38984,"lisa",66694
"328","friend_famili",38984,"me",66694
"328","friend_famili",38984,"through year",66693
"3520","uk",38669,"cornwal",65614
"3599","thing",37664,"anim",65594
"3816","flora_fauna",38709,"vancouv aquarium",67340
"4179","trip",38279,"santa barbara",65945
"4551","travel",37875,"taho",66476
"4781","home life",37730,"hous",66197
"485","person",38078,"celebr",65743
"4960","holidai",38645,"new year",65976
"4960","kid",38713,"cheerlead",67292
"4960","photographi",38654,"long exposur",65864
"4960","photographi",38654,"macro",65863
"4960","photographi",38654,"color accent",65862
"4960","photographi",38654,"natur",65861
"4960","photographi",38654,"portrait",65704
"4960","work",38647,"school",67296
"566","place iv been",37891,"volunt park conservatori",66071
"5932","motorsport",37785,"heur du man",66196
"5932","motorsport",37785,"heur du man",66191
"655","genova",37946,"confeugo",66596
"6611","peopl",38986,"portrait",66633
"6710","other",38458,"basketbal",66861
"7108","travel",38720,"american southwest",66741
"880","world travel",37972,"slovakia",66706
"907","rose year",37961,"christma",67299
"1194","holidai",40889,"christma",66460
"1428","famili",39982,"jonathan",65883
"1466","peopl",40484,"peep",67185
"1784","person",40515,"peopl",66615
"1948","holidai",40331,"thanksgiv",66557
"1948","holidai",40331,"halloween",66556
"1961","parti",41174,"christma",66126
"1969","holidai",40175,"lanzarot",66215
"1969","holidai",40175,"christma",66212
"2208","out_about",40790,"toronto zoo",66205
"2395","toronto",39356,"chines lantern festiv",65785
"2604","all other set",39413,"miscellan indoor",66945
"2658","natur",40059,"anim",66133
"2854","foto",40406,"top",66644
"2854","foto",40406,"bird",66601
"2854","foto",40406,"new year",65571
"3116","oakland ca",40496,"oakland",66236
"3472","melt",39680,"winter",67019
"3472","melt",39680,"christma",66873
"370","camera",40490,"hdr",66469
"3847","peopl",41136,"jule",66349
"4211","footprint",39555,"au",65623
"4211","footprint",39555,"china",65622
"5020","other place",40709,"lapland",66670
"5080","place",39657,"europ",67103
"5286","event",39691,"christma",66443
"5370","music",39773,"adventur",66903
"5567","outsid",40653,"peopl on street",65879
"5594","latin america",39443,"venezuela",67367
"5594","latin america",39443,"colombia",67190
"5755","etc",40710,"protest",65708
"5755","familia",40730,"la familia",65719
"6213","colorado",39740,"colorado winter",66102
"6316","archiv",39617,"sweet tooth",66675
"6316","archiv",39617,"box",66353
"6864","all",39528,"seattl",67189
"6864","all",39528,"tuesdai",67163
"6864","all",39528,"long beach",67158
"6864","all",39528,"earli year",66565
"6864","all",39528,"earli year",66563
"6864","all",39528,"getti",65867
"6864","all",39528,"angel",65848
"6864","all",39528,"hous parti",65698
"6864","domest",39570,"seattl",67189
"6864","domest",39570,"long beach",67158
"6864","domest",39570,"getti",65867
"689","all set",40257,"bellevil",66253
"689","all set",40257,"kingston",66245
"7076","zoo",40292,"zoo atlanta",65894
"1144","famili_friend",42329,"friend",65809
"1144","famili_friend",42329,"girl",65808
"1280","concert",41463,"vappugospel",67342
"1280","concert",41463,"rain",67341
"1280","concert",41463,"vappugospel",66115
"1280","concert",41463,"immort metal fest",66109
"1537","famili",42142,"christma",67107
"1628","peopl",41883,"friend",67157
"1628","peopl",41883,"pic",67161
"1716","awai",41461,"old stuff",66184
"1716","awai",41461,"photo week",66183
"178","travel photographi",41342,"egypt",67352
"1897","abstract",42034,"celebr",65869
"2086","best on",41955,"most interest",67083
"210","trip",42857,"valencia",66966
"2162","natur",41485,"dive",66807
"2206","perform",42706,"hunter program",67038
"2345","countri",42976,"forest",65554
"2345","creat",42959,"cuisin",65570
"2345","travel",42962,"french polynesia",65995
"2371","vehicl",41380,"car stuff",65918
"2371","vehicl",41380,"fly",65914
"2517","tree",41510,"flora",66750
"2588","misc",43009,"pinhol",66790
"2793","artist",42729,"sign",67310
"2990","famili",41684,"christma",66225
"2990","famili",41684,"new year",65618
"3309","guam",42245,"christma",66395
"336","california",42216,"joshua tree",66294
"3407","etc",42048,"scape",65685
"3443","camera",42272,"rollei",65598
"3836","flickr project",42439,"dai",66595
"3864","countri",43045,"switzerland",67145
"3926","event",41394,"christma",67016
"410","outsid",42719,"sheffield",66142
"4556","season",42968,"wintertim",67378
"5256","art",41246,"minim",66919
"5256","art",41246,"favorit",65572
"5256","natur",41247,"pet",66920
"5591","insid",41791,"secret santa",66754
"5591","outsid",41784,"chestnut centr",65835
"5674","argentina",42871,"recoleta bueno air",66540
"5674","argentina",42871,"recoleta bueno air",66539
"5674","argentina",42871,"new year",66317
"5744","flower",41234,"pink",66380
"5744","flower",41234,"orang",66379
"5744","flower",41234,"white",66378
"5744","flower",41234,"rose",65754
"6160","peopl",41696,"new year ev",65819
"629","ensaio fotográfico",41871,"pregnanc",65647
"6776","deutschland",41434,"cologn",65659
"685","black_white",42503,"monochromat",66552
"6862","parti",42880,"birthdai",66495
"6908","photographi",42944,"nikon",66611
"6908","photographi",42944,"georgia aquarium",66270
"6908","volkswagen",42958,"dakar",65803
"853","favourit",42501,"own favourit",66709
"1183","natur",44628,"macro",66720
"1183","vacat",44625,"langkawi",66716
"1411","iceland",43312,"reykjavík",66139
"1548","famili_friend",44425,"hous",67380
"2065","celebr",43305,"josh graduat",66922
"2070","usa",43579,"oregon",66190
"2089","place",44350,"hyère",66037
"2089","place",44350,"american west",65591
"2396","night",44795,"new year ev",65730
"2440","houston",43382,"hermann park",65866
"2466","fam",43484,"moi",65917
"2865","natur",43919,"zoo photo",65881
"290","zoo trip",44483,"columbu zoo",66340
"2992","stat",44674,"your favorit",65688
"3048","project",43618,"shop",65873
"3243","trip",44287,"florida trip",66735
"3280","place",44885,"montreal",65702
"3286","chronolog",44837,"parti",66000
"3286","chronolog",44837,"birthdai",65997
"3286","chronolog",44837,"mecher parti",65888
"3342","famili",44401,"christma",66152
"3505","usa",44175,"san francisco",66749
"3505","usa",44175,"monterei bai",66712
"3772","memphi",44565,"chester",66274
"3836","other stuff",43413,"edibl",66753
"4055","project",44633,"manipul",66406
"43","girl",44319,"mine",67385
"43","parti",44796,"bbq",66665
"4579","holidai",43441,"christma",66537
"5565","usa",44728,"tennesse",66170
"5773","peopl",43713,"friend",65807
"5773","travel",43715,"israel",65627
"5773","travel",43715,"itali",65539
"5943","peopl to see",43771,"kathi",67231
"5943","peopl to see",43771,"rosa",67223
"5943","place to go",43773,"christma",65821
"5943","place to go",43773,"river vallei",65636
"610","all set",43918,"raleigh",67105
"6368","anim",43432,"cat",66044
"6368","rest",43446,"london",66043
"6465","geek",43347,"appl",65990
"6488","adventur",43854,"travel",67360
"6488","misc",43850,"school",67358
"6506","object",44012,"scan",67012
"6506","object",44012,"heritag",67011
"6506","object",44012,"bowl",67010
"6653","travelogu",43657,"japan",66035
"7057","special occas",44659,"christma",66318
"89","your favourit",43380,"fave",65930
"1203","photographi",45089,"favourit",67208
"1416","natur",45904,"boardwalk",66248
"1429","view",45666,"qn",65973
"1577","thing",46559,"construct",66932
"1577","thing",46559,"sign",66816
"1627","style",46370,"macro",66904
"2172","techniqu",46223,"infrar",67317
"2713","photographi",45059,"most interest",66874
"2713","world",45060,"dog",67148
"2713","world",45060,"bird",66834
"2834","themat",46435,"clock",66418
"2981","dublin",46158,"rugbi",66302
"3080","peopl",45162,"surpris bdai",66815
"3116","famili_friend",46670,"famili",66235
"3116","place",46669,"oakland",66236
"3163","collect",45381,"januari",65971
"3375","famili",45583,"photo",67045
"3375","famili",45583,"christma",66299
"3375","famili",45583,"kitsch",65804
"3375","holidai",45577,"christma card",67048
"3375","holidai",45577,"halloween",67047
"3375","out_about",45581,"atlanta aquarium",67046
"3500","yearphoto",46728,"taipei",65844
"3818","copain",46019,"bruxel",67213
"3818","franc",46020,"bretagn",67209
"3846","world",45784,"norwai",66939
"3846","world",45784,"cypru",66938
"3846","world",45784,"israel",66937
"3846","world",45784,"landscap",66375
"3846","world",45784,"panorama",66374
"4495","misc",46214,"stuff",66131
"5253","travel",46495,"vega",66769
"5253","travel",46495,"new york",65969
"5628","misc",45049,"scape",67327
"5825","israel",46138,"luna park",66738
"610","citi",46173,"raleigh",67105
"6265","ciudad",46346,"punta arena",66496
"6265","closer",46347,"amigo",66499
"6265","closer",46347,"famili",66498
"6265","closer",46347,"ego",66497
"6316","travel",45022,"kuala lumpur",66676
"6571","favorit",45636,"most interest",65735
"685","natur",45810,"natur world",66550
"6971","awai from home",46428,"hawaii",66745
"7","life",45417,"flora",65581
"7002","event",45249,"happi new year",65968
"787","cream",46210,"fave",66175
"787","cream",46210,"explor",65823
"1020","life",47570,"christma",66229
"1063","travel",47044,"honeymoon",67294
"1115","travel",47115,"hong kong",66864
"126","photographi",47217,"natur",66827
"1292","toi",47578,"rcacfair show",66072
"1440","peopl",46805,"portrait",66086
"1440","peopl",46805,"friend",65993
"1487","alic spring",47795,"king canyon",66081
"149","macro work",48492,"rain",66856
"149","peopl",48470,"photograph",66673
"149","sceneri",48491,"blue mountain",66860
"1601","everyth els",47574,"object",65549
"1622","europ",47166,"pragu",66785
"1622","europ",47166,"munich",66417
"1622","europ",47166,"nuremberg",66416
"1622","europ",47166,"rome",66333
"1622","europ",47166,"pari",66329
"1656","natur",48282,"tree",66889
"1656","natur",48282,"bird",66887
"169","famili",48498,"christma dai",66506
"169","famili",48498,"box dai",66431
"169","famili",48498,"trip to museum",66045
"1769","africa",48264,"gambia",66623
"1805","flickr best",47436,"explor",65837
"1845","most set",48210,"japan",66501
"1845","most set",48210,"thanksgiv",66455
"1845","most set",48210,"geoff",66364
"1845","most set",48210,"taiwan",66053
"2090","close to home",47106,"blue",65676
"2121","friend_famili",46974,"friend",67280
"2128","me",46879,"your fave",65550
"2219","winter",47360,"new york",66297
"2223","peopl",47588,"photoshoot",66468
"2223","peopl",47588,"famili",66172
"2223","peopl",47588,"portrait",65597
"2230","our wed",47018,"honeymoon",66401
"2390","what new",47724,"vietnam",66855
"2426","seattl",47020,"belltown",66257
"2672","photographi",47281,"beauti",66796
"2699","music photographi",47001,"fun fun fun fest",66773
"2699","music photographi",47001,"vegoos",66772
"2841","event",47830,"honeymoon",67218
"2841","event",47830,"out decemb",66799
"2841","event",47830,"out decemb",66348
"2841","peopl",47831,"friend",67216
"2841","peopl",47831,"famili",67215
"2841","place",47832,"bali trip",67024
