u_id,parent_compositeterm,parent_public_id,child_compositeterm,child_public_id
"2742","peopl",56846,"offic",2260
"299","travel",57272,"seattl",3310
"3235","travel",57127,"england",3628
"3320","portrait",57032,"matt",3693
"3320","portrait",57032,"tattoo",3053
"3880","flora_fauna",56674,"natur",2884
"3952","speed",56749,"mugello",2159
"411","all natur",57443,"cacti",3058
"421","franc",57672,"pari",1990
"4224","travel",56634,"ireland",2540
"4231","peopl",56889,"street photographi",3217
"4231","place",56893,"berkshir",3347
"4231","place",56893,"kew garden",3236
"4314","place",56707,"redland",2770
"440","travel",57606,"disnei world",3046
"480","natur",56687,"flower",3151
"504","anim",57587,"tortuga",3014
"5245","china",56777,"laundri",2679
"5354","jack russel",57276,"beau",2535
"5662","trip",56804,"walt disnei world",2116
"5693","mexico",56744,"monterrei",3315
"5835","usa",56290,"zealand",3558
"5898","europ",57927,"netherland",1903
"6075","car stuff",57843,"on road",2505
"6075","car stuff",57843,"vw show",2503
"6100","unit kingdom",57509,"urban explor",2931
"6240","malvern",57175,"malvern well dress",2582
"6240","worcest",57178,"malvern well dress",2582
"6746","other stuff",56622,"sigma",2073
"6972","place iv been",56607,"hershei america",2659
"818","up north",57618,"hardcastl crag",3531
"896","natur",57798,"earth flower",3231
"1076","holidai",58528,"berlin",3597
"1234","place",59556,"bretagn",2464
"1361","famili",58111,"grandma",3304
"138","tour",59073,"hualien",3452
"1398","friend_famili",58937,"april",3724
"1398","friend_famili",58937,"april",2773
"1398","friend_famili",58937,"san diego",2773
"1398","friend_famili",58937,"mai",2098
"1398","friend_famili",58937,"getti museum",2098
"1418","anim",59887,"cat",2337
"1418","anim",59887,"dog",2336
"1418","portrait",58518,"hand",3719
"1483","flower_plant",58940,"magnolia",3630
"1490","event",59219,"japan",3739
"1490","event",59219,"dave wed",3204
"1503","plai",59608,"star trek",2943
"1705","holidai abroad",58583,"crete",2219
"1950","alemania",59319,"lübeck",1885
"2113","b_w",59062,"black_white",2484
"2267","project",58723,"face",3425
"2371","friend_famili",58311,"mai",2150
"2481","taiwan",58411,"taichung",2085
"2634","london view",59708,"borough market",3313
"2807","world",58658,"australia",3738
"2807","world",58658,"japan",2969
"2836","creativ",58916,"fave",2587
"2861","on road",58204,"mount buffalo",3427
"2915","everyth els",59654,"scaveng hunt",2824
"3117","human be",59141,"robin",3171
"3352","travel",58095,"slovenia",2683
"3394","flora_fauna",59598,"down on farm",2745
"3394","locat",59643,"cumbria",2725
"354","theme",58036,"rust",2303
"3628","peopl",58075,"water game",2592
"3864","citi",59835,"manchest",3186
"421","citi",58870,"pari",1990
"4278","famili",58270,"hike",2167
"4402","collect",59603,"postcard",1923
"4413","uk",59842,"knole",3022
"4583","photographi",58218,"japan",2007
"4721","sca event",59573,"grand tournei",3475
"4856","vacat",59720,"hawaii",1883
"4905","place",59558,"mediev market",2670
"502","camera",58462,"zorki",1991
"598","travel",59865,"villag",2668
"6112","miscellan",58488,"video",2026
"6242","europ",58566,"netherland",2304
"6406","miscellan",59501,"urban decai",1989
"6406","miscellan",59501,"fave",1919
"6406","miscellan",59501,"fave",1912
"6701","snap",59856,"gr",3244
"6701","snap",59856,"gr",2190
"6722","canada",58667,"kelowna",3524
"6836","recent travel",58279,"ski",3694
"6920","monthli",59599,"mai",1983
"6920","music",59584,"all tomorrow on",1984
"6923","peopl",58524,"jam session",2282
"7102","stuff",58732,"ink",3041
"1642","world",60079,"honolulu",3712
"1642","world",60079,"kauai",3491
"1820","bird",60820,"robin nest",2691
"1997","natur histori",60724,"insect",3376
"1997","travel",60705,"rondeau",2113
"2207","collect",60686,"blur",2867
"2207","event",60634,"suffolk",2383
"2207","place",59986,"suffolk",2383
"2515","zoo",59953,"zoo hannov",2706
"2616","austin",60541,"umlauf garden",2829
"2731","natur",60261,"bug life",3646
"3001","travel",60738,"pragu",2641
"3076","event",60359,"bbq",2575
"3076","film",60403,"lucki film",2105
"3391","build",60801,"rosslyn",3147
"3500","portrait",60727,"ellen",3418
"3648","birthdai",60458,"max turn",2932
"3648","birthdai",60458,"mike birthdai",2690
"3648","birthdai",60458,"mother dai",2049
"3648","outdoor",60444,"beach",3722
"3987","other",60698,"video",3583
"4215","gig",60207,"mysteri jet",2115
"4442","travel abroad",60053,"usa",3676
"5466","walk",60424,"place",3327
"5851","anim",60730,"hors",2114
"6550","event",60625,"penguin",2673
"696","event",59933,"event ibm hackdai",3096
"766","zoo",60277,"cleveland zoo",3696
"1797","arizona",1344,"arizona home",5104
"1797","arizona",1344,"sedona",4456
"1797","arizona",1344,"triathlon",3826
"3167","stuff",1866,"birthdai",4652
"3784","holidai",1521,"spring",3813
"4478","flower",1329,"botan garden",5013
"5063","orang counti",1640,"san juan capistrano",5211
"5291","franc",1471,"normandi",4812
"5989","viagen e lugar",1234,"atlanta",4323
"6466","asia",1509,"myanmar",5590
"7052","stella",1857,"babi",4916
"1294","spectrum",3511,"project spectrum",4697
"1585","antarctica",2481,"antarct",4417
"1696","españa",3542,"amsterdam",4153
"1696","españa",3542,"barcelona",4151
"1696","españa",3542,"port aventura",4150
"1696","españa",3542,"madrid",4126
"2109","favorit place",3584,"descanso garden",4882
"2118","natur",2972,"drop",5497
"2133","palermo easter",3359,"seafood",4716
"237","belgium",3374,"bruge",3869
"237","colombia",2453,"bogota",3884
"237","franc",3364,"strasbourg",5135
"237","germani",3395,"friedrichshafen",5296
"237","germani",3395,"berlin",3835
"237","northern ireland",2225,"giant causewai",3916
"237","usa",2400,"monum vallei",3925
"2398","light",2983,"night",4223
"2398","light",2983,"sunset",4084
"2398","light",2983,"first light",4079
"252","artist",3633,"abstract",4555
"252","artist",3633,"art",4534
"2958","cidad",2926,"cracow",4442
"3132","locat",3675,"geneva",4272
"3480","natur",2780,"other natur",4558
"3563","person work",2620,"graffiti",4947
"3678","dai",3670,"mar",4380
"3678","photograph",1992,"peopl portrait",4381
"3678","photograph",1992,"flower",3991
"3678","thing",2069,"camera",4199
"4338","look",3664,"bonfir",5382
"4602","our garden",3416,"backyard",3804
"476","zoo pic",2053,"edinburgh zoo",5325
"481","filoli garden",1894,"filoli",4701
"5080","natur world",3380,"everglad",4314
"5366","louisiana",3691,"madelein",5118
"591","anim",1994,"bird",4488
"5975","jack",3655,"jack week",5548
"5975","jack",3655,"jack week",5102
"5975","jack",3655,"jack week",4452
"5975","jack",3655,"jack week",4100
"6260","human",2439,"theatr",4643
"6260","human",2439,"twin",3999
"6260","sport",2440,"hors race",5178
"6334","pacif nw",3687,"astoria",4264
"6919","vacat",2728,"disnei",4178
"750","richmond",2213,"maymont",3846
"954","construct",3731,"build",3749
"1000","film",5072,"fishey",5059
"1061","art",4617,"dark",4093
"1061","art",4617,"rock",3763
"1061","foreign countri",4099,"denmark",4124
"1061","foreign countri",4099,"mallorca",4098
"1061","iceland",4650,"hdr",5062
"1061","iceland",4650,"waterfal",4123
"1061","iceland",4650,"mountain",4122
"1061","iceland",4650,"lake",4094
"1061","iceland",4650,"dark",4093
"1061","iceland",4650,"panorama",3929
"1061","out there",4616,"dark",4093
"1061","peopl",4649,"multipl",4121
"107","paesaggi",4583,"alberi",4600
"1152","town",5020,"northampton town",5026
"1152","town",5020,"mevagissei",5024
"1153","food",4755,"homemad food",4757
"1153","food",4755,"dine out",4756
"1258","travel",4664,"car",4663
"1258","travel",4664,"train",4662
"1290","disneyland pari",4227,"disnei",4181
"1385","event",5267,"santa barbara",4700
"1385","event",5267,"santa barbara",4687
"1385","event",5267,"santa barbara",4686
"1385","event",5267,"santa barbara",4680
"1454","april",4695,"monthli april",4728
"1454","april",4695,"helix",4624
"1473","lugar",5286,"rio grand do sul",4712
"1473","lugar",5286,"santa catarina",4711
"1473","lugar",5286,"bahia",4710
"1473","lugar",5286,"mina gerai",4709
"1734","altern process",4888,"zoom",4865
"1816","photo",4998,"memori dai weekend",5000
"1816","photo",4997,"memori dai",5032
"1816","photo",4448,"photo misc",4569
"1816","photo",4448,"build",4392
"1816","photo",4447,"slide",4552
"1828","commerci photographi",4726,"sport action",4693
"1852","malaysia",5512,"sabah",5489
"186","natur",4016,"landscap",3997
"1965","favorit",5331,"wallpap",5309
"1967","travel",4174,"cote dazur",5060
"2011","colour",5224,"green",5264
"2011","colour",5224,"blue",5263
"2011","colour",5224,"purpl",5262
"2011","colour",5224,"white",5261
"2011","colour",5224,"yellow",5223
"2011","colour",5224,"red",5222
"2011","colour",5224,"brown",5221
"2011","colour",5224,"orang",5219
"2011","colour",5224,"black",5215
"2011","colour",5224,"pink",5213
"2016","april",4620,"needham lake",4621
"2016","april",4620,"hollow tree farm",4152
"2016","april",4620,"on deck",4290
"2026","travel",4765,"south india",4766
"2026","travel",4765,"mexico",4749
"2026","travel",4765,"grand cayman",4747
"2026","travel",4765,"new york",4746
"2026","travel",4765,"la vega",4745
"2026","travel",4765,"washington dc",4744
"2026","travel",4765,"kanamara matsuri",4386
"2038","chicago",4651,"on street",4779
"2038","chicago",4651,"architectur",4645
"205","you",4444,"street",4443
"2058","europ",4618,"london",4232
"2058","europ",4618,"eiffel tower",4082
"2058","europ",4618,"pari",4081
"2058","europ",4618,"louvr",4080
"2058","europ",4618,"versail",4064
"2058","europ",4618,"notr dame",4063
"2058","europ",4618,"hampton court palac",4062
"2106","franc",4366,"pari",4505
"2106","franc",4366,"louvr",4369
"2116","sydnei royal easter show",4065,"land",4560
"2138","film",5392,"color film",5393
"2211","lens",3755,"i usm",3770
"2211","lens",3755,"i usm",3753
"2218","europ",3930,"cern",3889
"2227","most popular",5578,"most interest",5598
"2227","most popular",5578,"most view",5597
"2227","most popular",5578,"most favorit",5575
"2227","most popular",5578,"most comment",5574
"2227","most popular",5578,"person favourit",5425
"2241","switzerland",4360,"bern",4466
"2302","cypru",4222,"patch",4224
"2336","greensboro",4508,"greensboro neighborhood",4506
"2336","greensboro",4508,"greensboro neighborhood",4502
"2336","greensboro",4508,"greensboro neighborhood",4471
"237","zimbabw",3850,"victoria fall",3883
"2389","lens",4653,"canon",4654
"2389","season",4619,"christma",4013
"2398","peopl",4307,"ta",5323
"2398","place",4326,"from my window",5149
"2398","place",4326,"here",4022
"2408","wildlif",4333,"butterfli",4312
"2408","wildlif",4333,"anim kingdom",4310
"241","score",5098,"peopl around",5132
"241","score",5098,"still",5131
"241","score",5098,"ski",5130
"241","score",5098,"panoram",4682
"2420","park",3800,"spring i here",3828
"2430","czech republ",4037,"krumlov",4039
"2430","poland",5490,"krakow poland",5491
"2463","south america",5061,"colombia",5079
"2511","interst",3962,"person favorit",3961
"2529","best",5019,"explor",4177
"2529","travel",5039,"africa",5023
"2529","travel",5039,"europ",5022
"2529","travel",5039,"south america",5021
"2589","natur",4689,"insect",4720
"2589","natur",4689,"bird",4719
"262","decemberphoto",4155,"thrush",4162
"262","decemberphoto",4155,"along thame",4141
"262","decemberphoto",4155,"squirrel",4140
"262","decemberphoto",4155,"thame",4012
"262","decemberphoto",4155,"salford quai",4010
"262","decemberphoto",4155,"dawn",4009
"262","decemberphoto",4155,"christma dai",4008
"262","decemberphoto",4155,"manchest",3994
"262","februaryphoto",3989,"moon",3983
"262","februaryphoto",3989,"ic",3982
"262","februaryphoto",3989,"salford quai",3966
"262","februaryphoto",3989,"eagl",3964
"262","februaryphoto",3989,"kingslei",3958
"262","januaryphoto",4007,"reflect",4006
"262","januaryphoto",4007,"manchest",4000
"262","januaryphoto",4007,"red kite",3988
"262","marchphoto",3952,"swan",3969
"262","marchphoto",3952,"thame wildlif",3920
"262","marchphoto",3952,"thrush",3913
"262","marchphoto",3952,"garden",3911
"262","marchphoto",3952,"panorama",3751
"262","marchphoto",3952,"birdlif",3750
"262","novemberphoto",4514,"great crest grebe",4512
"262","novemberphoto",4514,"collingham",4487
"262","novemberphoto",4514,"autumn leav",4485
"262","novemberphoto",4514,"gees",4484
"262","novemberphoto",4514,"thame wildlif",4483
"262","novemberphoto",4514,"frosti morn",4280
"262","novemberphoto",4514,"canada gees",4169
"262","novemberphoto",4514,"blackbird",4168
"262","novemberphoto",4514,"tower",4167
"262","novemberphoto",4514,"manchest",4143
"262","photo",3992,"novemberphoto",4514
"262","photo",3992,"decemberphoto",4155
"2643","macro",4026,"insect",4045
"2643","macro",4026,"flower",4044
"2643","macro",4026,"butterfli",4025
"2643","travel",4051,"hampi",4027
"2686","san francisco",5007,"rock",5008
"2686","san francisco",5007,"napa vallei",4704
"2745","springtim",5613,"spring",5587
"2770","new mexico",5559,"santa fe",5558
"2846","yum",5171,"sweet",5172
"2876","lomo",5377,"pop",5376
"2876","lomo",5377,"supersampl",5375
"2876","somerset",4218,"taunton",4216
"2890","road trip",5503,"new york citi",5472
"2890","road trip",5503,"chicago",5460
"2909","yearbook",5256,"march",5501
"2909","yearbook",5256,"mai",5499
"2909","yearbook",5256,"februari",5468
"2909","yearbook",5256,"april",5467
"2909","yearbook",5256,"june",5466
"2909","yearbook",5256,"august",5291
"2909","yearbook",5256,"septemb",5290
"2909","yearbook",5256,"novemb",5289
"2909","yearbook",5256,"decemb",5288
"2909","yearbook",5256,"octob",5259
"2945","usa",3766,"grand canyon",3791
"2945","usa",3766,"bryce canyon",3790
"2945","usa",3766,"la vega",3789
"2945","usa",3766,"death vallei",3788
"2945","usa",3766,"san francisco",3786
"2945","usa",3766,"monum vallei",3765
"2945","voyag",3767,"usa",3766
"297","favorit",4402,"most interest",4385
"297","peopl",4403,"famili",4395
"297","scenic",4400,"red river gorg",4425
"297","scenic",4400,"beach",4399
"297","scenic",4400,"lighthous",4389
"297","sky",4404,"sun",4401
"3","natur",4817,"flora",4778
"3027","natur",4184,"critter",4205
"3035","cebit",3820,"amsterdam",4192
"3035","cebit",3820,"hamburg",4069
"3035","germani",3819,"hamburg",4069
"3035","netherland",3798,"amsterdam",4192
"304","best",4373,"object",4375
"3064","it",5151,"florida",5125
"3069","top shot",3931,"portrait",3933
"3069","top shot",3931,"person best",3932
"3069","top shot",3931,"macro",3891
"3133","okinawa",5471,"okinawa aquarium",5429
"3133","okinawa",5471,"peac park",5352
"3133","okinawa",5471,"everyth els",5237
"3153","peopl",4629,"model",4627
"3155","anim",4500,"bird",4526
"3155","anim",4500,"insect",4516
"3155","austria",4528,"alp",4525
"3155","natur",4498,"alp",4525
"3155","natur",4498,"flower",4517
"3155","natur",4498,"insect",4516
"3155","poland",4495,"kraków",4520
"3155","poland",4495,"wroc?aw",4490
"3155","travel",4499,"scotland",4527
"3155","travel",4499,"alp",4525
"3155","travel",4499,"netherland",4523
"3167","holidai",4435,"birthdai",4652
"3238","color",4605,"pink",4636
"3238","color",4605,"green",4634
"3238","color",4605,"orang",4633
"3238","color",4605,"blue",4609
"3259","peopl",4018,"steve",4017
"3308","collect",4248,"anim",4250
"3308","collect",4248,"bird",4234
"3308","collect",4248,"hors",4233
"3308","collect",4248,"flower",4231
"3326","california trip",4935,"hearst castl",4940
"3326","california trip",4935,"pismo beach",4939
"3326","california trip",4935,"morro bai",4934
"3326","california trip",4935,"san diego",4932
"3326","california trip",4935,"monterei",4930
"3326","california trip",4935,"santa barbara",4903
"3326","california trip",4935,"santa barbara",4902
"3326","california trip",4935,"san francisco",4899
"3326","california trip",4935,"solvang",4896
"3326","central america",4904,"guatemala",4941
"3326","central america",4904,"beliz",4905
"3326","europ",4900,"germani",4937
"3326","europ",4900,"switzerland",4936
"3326","europ",4900,"austria",4901
"3366","place",5225,"london",5190
"3366","place",5225,"gent",5189
"3366","place",5225,"leiden",5187
"3375","holidai",4109,"easter",4108
"3389","macro",5242,"tropfen",5167
"343","winter",5419,"eleph",5384
"3432","scooter",4317,"best",5058
"3432","scooter",4317,"karlsruh",5043
"3432","scooter",4317,"hamburg",4348
"3432","scooter",4317,"köln",3810
"3461","food",5250,"ramen",5442
"3461","food",5250,"sushi",5283
"3470","lincolnshir",4513,"lincoln citi",4909
"3477","evento",5347,"desfil",5363
"3482","friend",5566,"friend wed",5564
"3482","travel",5570,"japan",5565
"3487","europ",4203,"wien",5406
"350","black_white",5122,"b_w",5121
"350","black_white",5122,"scene",5121
"350","insect_spider",5106,"flight",5153
"350","insect_spider",5106,"insect",5153
"350","insect_spider",5106,"butterfli_moth",5152
"350","insect_spider",5106,"dragonfli",5150
"350","insect_spider",5106,"spider",5123
"350","plant kingdom",5155,"flower",5156
"350","season",5120,"winter",5148
"350","season",5120,"fall",5147
"350","season",5120,"spring",5119
"3535","digit",5228,"poster",5235
"3535","digit",5228,"practic",5188
"3554","garden",4353,"spring ha sprung",5063
"3567","dai trip",3779,"edinburgh castl",3780
"3567","dai trip",3779,"scottish parliam",3761
"3603","california",4139,"san francisco",4145
"3678","collect",4635,"screenshot",4855
"3678","collect",4635,"design",4836
"3678","travel",4607,"beij",4834
"3761","world",4688,"yosemit",5055
"3810","craft",4804,"color",4803
"3810","craft",4804,"shape",4800
"3810","craft",4804,"portrait",4798
"3810","craft",4804,"light",4783
"3810","craft",4804,"line",4769
"3810","craft",4804,"dof",4519
"3810","craft",4804,"composit",4489
"3886","peopl",5485,"portrait",5517
"3886","peopl",5485,"zombi",5139
"3928","spring break",4862,"albuquerqu",4863
"3928","spring break",4862,"santa fe",4770
"3928","spring break",4862,"bandeli",4754
"3928","spring break",4862,"carlsbad",4753
"3928","spring break",4862,"white sand",4592
"3966","automot",4433,"car show",4462
"3968","north carolina",4364,"american metal",5408
"3968","north carolina",4364,"chimnei rock",5170
"398","faun",5195,"insect",5239
"398","faun",5195,"oiseaux",5197
"398","faun",5195,"le chat",5196
"3995","berlin",3945,"brandenburg",3912
"3995","berlin",3945,"prenzlauer berg",3910
"3995","daili",3906,"prenzlauer berg",3910
"3995","daili",3906,"home",3803
"3995","lens",3909,"canon",3938
"3995","travel",3943,"baltic sea",3941
"3995","travel",3943,"brandenburg",3912
"4094","vacat",4118,"spring break",4138
"4108","holidai photo",5041,"new zealand",5493
"412","most interest",4237,"view",4875
"4121","food",4833,"kitchen",4832
"4121","food",4833,"ingredi",4831
"4144","fauna",4474,"peopl",4396
"4167","japan",4089,"okayama",4226
"4167","japan",4089,"flower",4092
"4190","wildlif",4057,"bird",4383
"4221","alberta",5600,"drumhel",5603
"4226","bodi",4481,"foot",4482
"4226","bodi",4481,"hand",4480
"4226","bodi",4481,"ey",4479
"4226","bodi",4481,"leg",4460
"4338","hawaii",5380,"christma",5373
"4338","hawaii",5380,"march",5351
"440","other",5295,"portrait",5301
"440","photojourn",5276,"yearbook",4795
"440","portrait",5304,"other",5295
"440","portrait",5304,"engag",5275
"440","portrait",5304,"senior",5274
"4488","oob",4801,"car show",3867
"4614","itali",5260,"venic",5292
"4616","walk",5317,"malvern hill",4667
"4619","flickr fave",4658,"topfav",4656
"4643","art",5277,"uk",5278
"4689","anim",4193,"big cat",4215
"4689","anim",4193,"more anim",4135
"4732","me",4576,"wardrob",5340
"4732","me",4576,"i at thi",5321
"4732","me",4576,"self portrait",4543
"4732","me",4576,"favorit",4522
"4732","place",4591,"town",4537
"4740","rat citi season",5476,"rcrg",5457
"4740","rat citi season",5476,"best shot",5432
"4752","mobil photo",3974,"nokia photo",3976
"4752","mobil photo",3974,"nokia photo",3975
"4752","two color",4088,"cut out",4086
"4769","california march",4531,"misc photo",4553
"4769","california march",4531,"san francisco march",4530
"4777","food",3806,"breakfast",3805
"4779","new york",5542,"nyc",5541
"4779","popular",5533,"fave",5555
"4779","popular",5533,"explor",5534
"4779","popular",5533,"topinterest",4724
"4779","popular",5533,"topview",3984
"4779","popular",5533,"topfav",3963
"4779","techniqu",5535,"orton",5554
"4779","techniqu",5535,"select color",5553
"4779","techniqu",5535,"hdr",5544
"4779","techniqu",5535,"macro",5530
"48","danemark",4785,"copenhagu",4820
"48","portug",5390,"sintra",5385
"4836","cherri blossom festiv",4467,"kite festiv",4922
"4860","flora_fauna",4209,"fauna",4210
"4860","peopl",4214,"street",4213
"4860","travel",4190,"hong kong",4206
"4860","travel",4190,"ireland",4187
"4866","set",4164,"view",4149
"4911","netherland",5253,"haarlem",5255
"4911","netherland",5253,"amsterdam",5238
"4940","street life",4511,"color",4510
"4982","invertebr",4303,"diptera",4308
"4982","invertebr",4303,"hymenoptera",4306
"4982","invertebr",4303,"coleoptera",4305
"4982","invertebr",4303,"hemiptera",4304
"4982","invertebr",4303,"orthoptera",4299
"4982","invertebr",4303,"lepidoptera",4291
"4982","invertebr",4303,"odonata",4288
"4985","colorado",5320,"colorado dai",5383
"4985","colorado",5320,"colorado dai",5346
"4985","colorado",5320,"colorado dai",5310
"4985","colorado",5320,"colorado dai",5230
"4985","colorado",5320,"colorado dai",5094
"5069","dog",4630,"zeu",4631
"5069","dog",4630,"noah",4626
"5260","p e o p l e",5247,"sandra",5280
"5260","p e o p l e",5247,"other",5279
"5273","anim",4565,"dog",4546
"5273","challeng",4564,"wai challeng",4967
"5273","life",4384,"on road",4539
"5273","natur beauti",4421,"flower",4566
"5273","natur beauti",4421,"sky",4536
"5273","peopl",4542,"jason",4547
"5273","place to go",4541,"longwood garden",4548
"5273","place to go",4541,"ladew topiari garden",4545
"5273","place to go",4541,"museum",4544
"5273","place to go",4541,"sport event",4540
"5273","place to go",4541,"winterthur",4538
"5273","place to go",4541,"mount vernon",4338
"5286","petaluma leagu",4265,"pall v",4472
"5286","petaluma leagu",4265,"pall construct",4454
"5286","petaluma leagu",4265,"pall construct",4344
"5286","petaluma leagu",4265,"pall v",4279
"5307","myanmar",5030,"mandalai",5027
"5381","thing",5421,"water",5422
"5451","out_about",4814,"kayak",5583
"5500","macro world",5451,"object",5450
"5500","macro world",5451,"plant",5449
"5512","europ",5414,"corsica",5396
"5512","experi",5362,"macro",5401
"5512","franc",5415,"corsica",5396
"5512","india",5416,"kerala",5410
"5512","india",5416,"delhi",5405
"5512","india",5416,"bangalor",5372
"5512","india",5416,"pondicherri",5371
"5512","india",5416,"karnataka",5370
"5512","india",5416,"agra",5366
"5512","india",5416,"jaipur",5361
"5575","india",4356,"mumbai",5143
"569","junk",4867,"textur",5005
"569","letter m",4868,"good",4550
"569","letter m",4868,"myself",4891
"5695","morocco",4976,"architectur",4945
"573","hockei",4841,"capitol",3979
"573","place",4807,"philadelphia",4825
"573","place",4807,"pittsburgh",4810
"5755","gettin hitch",4529,"engag photo",4533
"5770","california",4420,"disneyland",5074
"5867","travel",4849,"new mexico",4301
"5867","vehicl",4845,"car",4844
"5867","vehicl",4845,"motorcycl",4818
"5867","vehicl",4845,"cycl",4806
"5867","vehicl",4845,"airplan",4759
"5911","most fave",3864,"fave",3897
"5911","most fave",3864,"fave",3863
"5911","most fave",3864,"fave",3859
"5966","critter",4418,"anim",4416
"5968","new york",4319,"ottawa",4296
"5979","misc",4644,"car",4642
"5989","atlanta",4323,"centenni olympic park",4328
"6100","japan",4133,"snow monkei",4657
"6100","japan",4133,"miyajima island",4136
"6116","israel",4887,"dead sea",4864
"6127","spring break",5417,"andrew",5447
"6127","spring break",5417,"chase",5446
"6127","spring break",5417,"mallori",5445
"6127","spring break",5417,"action shot",5400
"6127","spring break",5417,"thoma",5399
"6127","spring break",5417,"tyler",5398
"6127","spring break",5417,"falcon",5328
"6127","spring break",5417,"dice",4666
"6127","wildse farm",4665,"wsf",5145
"6127","wildse farm",4665,"wsf",3940
"6146","chicken",4584,"spring chick",4562
"6146","chicken",4584,"spring chick",4559
"6196","peopl peopl",5608,"semana santa",5610
"6196","peopl peopl",5608,"still",4815
"6196","peopl peopl",5608,"tao",4811
"6251","stuttgart",4352,"schloss solitud",4329
"6262","landscap",4988,"devil den",4949
"6262","odd_end",4987,"flower",5016
"6262","odd_end",4987,"light tent",5015
"6289","out_about",4708,"castor",4748
"6325","light",4692,"night light",4691
"6325","light",4692,"daylight",4661
"6332","flower set",5508,"februari",5507
"6332","flower set",5508,"march",5506
"6332","flower set",5508,"april",4563
"6346","qatar",5539,"qatar peopl",5547
"6353","vacat",5404,"belgium",5336
"6353","vacat",5404,"netherland",5315
"6353","vacat",5404,"cadzand",4160
"6353","vacat",5404,"slui",4159
"6353","vacat",5404,"bresken",4137
"637","event",4085,"minu bear",4066
"6441","color",5266,"orang",5258
"6441","color",5266,"blue blue blue",5257
"6441","color",5266,"mellow yellow",5220
"6441","color",5266,"red",5218
"6459","chile",4318,"torr del pain",4341
"6459","chile",4318,"punta arena",4339
"6475","build",4706,"structur",4707
"6485","macro len",4332,"macro flower",4340
"6485","macro len",4332,"macro bug",3951
"6662","bird",4275,"raptor",4274
"6662","bird",4275,"other bird",4273
"6662","bird",4275,"shorebird",4256
"6714","home",5246,"easter",5479
"6714","home",5246,"march",5207
"6721","franc",4974,"pari",5009
"6721","italia",5003,"firenz",4890
"6721","out_about",5002,"deutschland",5001
"6721","out_about",5002,"madrid",4973
"6721","out_about",5002,"wheel",4914
"6721","out_about",5002,"wander",4873
"6730","naturaleza",4117,"flore",4116
"6730","naturaleza",4117,"insecto",4115
"682","fauna",4784,"critter",5343
"682","fauna",4784,"bird",5306
"682","fauna",4784,"mammal",5305
"682","flora",4782,"flower",4762
"682","flora",4782,"plant",4501
"682","interest stuff",5342,"critter",5343
"6825","friend_famili",3900,"vanessa",4258
"684","war",4588,"grave",4571
"684","war",4588,"monum",4570
"6915","vehicl",4175,"train",4194
"6915","vehicl",4175,"plane",4173
"6915","vehicl",4175,"car",4170
"6949","theme",4186,"ego",4188
"6949","wildlif",4166,"fauna",4185
"6960","peopl",4879,"grow",4883
"6998","outdoor",4593,"foliag",4594
"7009","portfolio",5285,"other",5281
"7009","portfolio",5285,"portrait",5251
"7100","belgium",4163,"bruge belgium",4189
"7100","germani",4459,"heidelberg",4461
"7100","germani",4459,"frankfurt airport",4445
"7112","gener",5217,"dubai",5589
"7112","gener",5179,"spring",4458
"732","favourit",4827,"droplet",3886
"732","natur",4925,"flower",5585
"732","natur",4925,"bird",5577
"732","natur",4925,"cat",5552
"732","natur",4925,"cloud",4907
"732","natur",4925,"snow",4397
"732","natur",4925,"droplet",3886
"732","other set",4924,"transport",5576
"732","other set",4924,"droplet",3886
"732","place",4926,"wale",4933
"732","place",4926,"whitbi",4931
"732","place",4926,"bradford",4910
"732","place",4926,"york",4898
"732","place",4926,"lake district",4893
"739","best",4413,"most interest",4412
"739","best",4413,"most view",4372
"739","best",4413,"your fave",3968
"756","canada",5087,"calgari",5113
"756","canada",5087,"banff",5112
"756","canada",5087,"lake louis",5111
"756","canada",5087,"windermer",5110
"756","canada",5087,"niagara",5109
"756","canada",5087,"toronto",5086
"756","el salvador",5108,"el impos trip",5107
"756","el salvador",5108,"san salvador",5085
"756","el salvador",5108,"el impos trip",5083
"756","england",5091,"random",5080
"756","greec",5093,"athen",5092
"756","guatemala",5105,"tikal",5077
"756","guatemala",5105,"antigua",3825
"756","hondura",5082,"san juan",5081
"756","kenya",5115,"nairobi",5114
"756","kenya",5115,"maasai mara reserv",5090
"756","tanzania",5089,"zanzibar",5088
"795","place",5162,"warwick castl",4822
"798","macro",3944,"natur macro",3914
"812","person",4604,"extend",4603
"845","on road",4675,"mexico",4674
"845","on road",4675,"other place",4647
"845","on road",4646,"mexico",4674
"845","on road",4646,"other place",4647
"857","gear",5166,"unpack",5335
"883","portug",5359,"tomar",5394
"883","portug",5359,"algarv",5391
"883","portug",5359,"lisboa",5358
"883","portug",5359,"braga",5357
"883","portug",5359,"guimara",5356
"889","topic",5459,"hdr",5458
"889","topic",5459,"footbal",5427
"978","asia",4119,"bangkok",5174
"978","asia",4119,"hoi an",4147
"978","asia",4119,"ho chi minh citi",4146
"978","asia",4119,"hanoi",4144
"978","asia",4119,"nha trang",4120
"978","unit kingdom",4142,"glasgow",5177
"978","unit kingdom",4142,"scottish highland",5176
"978","unit kingdom",4142,"edinburgh",5144
"101","music festiv",6158,"elektroanschlag",4077
"1148","trip",7477,"new york",4423
